id.1,organization_id,age,gender,size,coat,tags,name_x,description,status,status_changed_at,published_at,distance,breeds.primary,colors.primary,attributes.spayed_neutered,attributes.house_trained,special_needs,shots_current,contact.address.city,contact.address.postcode,animal_id,organization_id.1,name_y
49675297,TX988,Baby,Female,Medium,Short,[],Apple Cider,Nothing better than some Apple Cider as the cold weather approaches! This sweet girl loves to curl up on the...,adopted,11/11/20 22:06,11/2/20 20:50,4.9128,Terrier,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49675297,TX988,SNIPSA Inc.
49651411,TX988,Young,Male,Small,Short,"['Playful', 'happy', 'loving']",Gin Fiz,My name is Gin Fiz and I’m your perfect Netflix and chill companion! We can relax with a nice glass...,adopted,11/13/20 14:59,10/30/20 22:02,4.9128,Dachshund,Apricot / Beige,FALSE,FALSE,FALSE,FALSE,San Antonio,78209,49651411,TX988,SNIPSA Inc.
49626155,TX988,Young,Female,Medium,Short,[],Hot Toddy,"You know what goes perfectly with fall weather? Hot Toddy of course! A very social gal, Hot Toddy loves to...",adopted,11/2/20 15:43,10/28/20 17:27,4.9128,Hound,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49626155,TX988,SNIPSA Inc.
49549128,TX988,Young,Female,Medium,Medium,[],Cinder,"If you’re looking for the happiest and silliest girl, you have to meet Cinder! Cinder will be the first to...",adopted,10/26/20 21:56,10/21/20 20:35,4.9128,Retriever,Brown / Chocolate,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,49549128,TX988,SNIPSA Inc.
49547775,TX988,Young,Male,Large,Medium,[],Alaska,"Chill as a cucumber, Alaska is your typical GP mix. This big boy has the most easy-going temperament. Want to...",adopted,10/23/20 21:58,10/21/20 19:25,4.9128,Great Pyrenees,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49547775,TX988,SNIPSA Inc.
49547587,TX988,Baby,Male,Large,Short,[],Bumble,"Sweet Bumble likes to make quite an impression when he first meets you. As soon as he sees you, this...",adopted,11/2/20 20:16,10/21/20 19:08,4.9128,Shar-Pei,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49547587,TX988,SNIPSA Inc.
49547008,TX988,Young,Female,Medium,Short,[],Hope,"Meet one of the lucky ones, Hope. 

Ticks all over this precious pup’s body as she was found wandering in...",adopted,11/13/20 14:59,10/21/20 18:31,4.9128,Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49547008,TX988,SNIPSA Inc.
49475413,TX988,Baby,Male,Medium,Short,[],Van Halen,This happy boy loves his humans and tends to attach himself to them as much as he can. Quite the...,adopted,11/4/20 22:08,10/15/20 22:15,4.9128,Australian Cattle Dog / Blue Heeler,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49475413,TX988,SNIPSA Inc.
49475047,TX988,Young,Female,Small,Medium,[],Ivy,?In rescue you never seem to know what you have until it’s in your care. We respond to a plea...,adopted,10/21/20 19:51,10/15/20 22:11,4.9128,Dachshund,Black,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,49475047,TX988,SNIPSA Inc.
49457145,TX988,Young,Female,Medium,Medium,[],Molly,"Molly is a spunky girl who has a smile on her face when she’s with you. House trained, crate trained,...",adopted,10/23/20 21:58,10/14/20 19:20,4.9128,Border Collie,Brindle,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,49457145,TX988,SNIPSA Inc.
49457112,TX988,Young,Female,Medium,Short,[],Angel,"Meet this sweet Angel!

Angel was surrendered after her previous owner unfortunately became too ill to care for her. A...",adopted,10/23/20 21:59,10/14/20 17:57,4.9128,Retriever,Black,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,49457112,TX988,SNIPSA Inc.
49453869,TX988,Young,Female,Medium,Short,[],Elsa,"If you are HAPPY and you know it clap your hands! Well that about sums up our Elsa. Wagging tail,...",adopted,10/23/20 21:59,10/14/20 15:03,4.9128,Retriever,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49453869,TX988,SNIPSA Inc.
49448566,TX988,Young,Female,Medium,Medium,[],Blondie,"Meet me, Meet me, Meet me! I am an eight month old Great Pyrenees/Golden Retriever mix that was found wondering...",adopted,10/16/20 16:05,10/13/20 22:29,4.9128,Great Pyrenees,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49448566,TX988,SNIPSA Inc.
49442663,TX988,Baby,Female,Small,Short,[],Mildred,"Meet Mildred!

Though she still has yet to grow into her ears, it just makes her even more endearing. Mildred...",adopted,10/19/20 14:28,10/13/20 16:09,4.9128,Dachshund,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49442663,TX988,SNIPSA Inc.
49441947,TX988,Young,Male,Small,Short,[],Yoda,"Meet this little prancy pants, Yoda!

The force is strong with this one…Yoda loves to go for walks around the...",adopted,10/19/20 14:28,10/13/20 15:43,4.9128,Chihuahua,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49441947,TX988,SNIPSA Inc.
49434642,TX988,Baby,Female,Medium,Short,[],Dusty,Miss Dusty has not had the best life prior to SNIPSA-she was rescued from a cruelty case. But after a...,adopted,10/19/20 14:28,10/12/20 21:50,4.9128,Pointer,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49434642,TX988,SNIPSA Inc.
49430359,TX988,Baby,Female,Medium,Short,[],Laila Ali,"With their big “adopt me” eyes, you’ll fall in love with these babes! These adorable boxer mix pups are always...",adopted,10/16/20 16:05,10/12/20 15:40,4.9128,Boxer,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49430359,TX988,SNIPSA Inc.
49430316,TX988,Baby,Male,Medium,Short,[],Sugar Ray,"With their big “adopt me” eyes, you’ll fall in love with these babes! These adorable boxer mix pups are always...",adopted,10/14/20 19:31,10/12/20 15:38,4.9128,Boxer,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49430316,TX988,SNIPSA Inc.
49430255,TX988,Baby,Male,Medium,Short,[],Foreman,"With their big “adopt me” eyes, you’ll fall in love with these babes! These adorable boxer mix pups are always...",adopted,10/19/20 14:29,10/12/20 15:33,4.9128,Boxer,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49430255,TX988,SNIPSA Inc.
49430204,TX988,Baby,Male,Medium,Short,[],Mayweather,"With their big “adopt me” eyes, you’ll fall in love with these babes! These adorable boxer mix pups are always...",adopted,10/14/20 19:31,10/12/20 15:26,4.9128,Boxer,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49430204,TX988,SNIPSA Inc.
49430158,TX988,Baby,Male,Medium,Short,[],Tyson,"With their big “adopt me” eyes, you’ll fall in love with these babes! These adorable boxer mix pups are always...",adopted,10/16/20 16:05,10/12/20 15:19,4.9128,Boxer,Brown / Chocolate,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49430158,TX988,SNIPSA Inc.
49430084,TX988,Baby,Female,Small,Short,[],Gladys,"Meet Gladys!

Though she still have yet to grow into her ears, it just makes her even more endearing. Gladys...",adopted,10/19/20 14:29,10/12/20 15:17,4.9128,Dachshund,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49430084,TX988,SNIPSA Inc.
49429924,TX988,Baby,Female,Small,Short,[],Ingrid,"“This is Ingrid and she is a very good puppy!
Ingrid is crate trained and sleeps in her crate all...",adopted,10/23/20 22:00,10/12/20 15:14,4.9128,Dachshund,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49429924,TX988,SNIPSA Inc.
49402918,TX988,Young,Female,Large,Medium,[],Iris,This good-natured pup will sweetly curl up by your side or even in your lap whether you have enough room...,adopted,10/12/20 22:05,10/12/20 14:59,4.9128,Great Pyrenees,White / Cream,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,49402918,TX988,SNIPSA Inc.
49375853,TX988,Young,Female,Small,Long,[],Lotus,"Looking for a petite, loving, and loyal gal? Lotus fits the bill. This flower is full of love and cuddles!...",adopted,10/9/20 19:53,10/7/20 21:19,4.9128,Dachshund,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49375853,TX988,SNIPSA Inc.
49375841,TX988,Young,Female,Small,Short,[],Oleander,"Looking for a petite, loving, and loyal gal? Oleander fits the bill. This flower is full of love and cuddles!...",adopted,10/12/20 22:05,10/7/20 21:13,4.9128,Australian Cattle Dog / Blue Heeler,"Tricolor (Brown, Black, & White)",TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49375841,TX988,SNIPSA Inc.
49375471,TX988,Young,Female,Small,Medium,[],Orchid,"Looking for a petite, loving, and loyal gal? Orchid fits the bill. This flower is full of love and cuddles!...",adopted,10/12/20 22:05,10/7/20 20:58,4.9128,Dachshund,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49375471,TX988,SNIPSA Inc.
49372378,TX988,Adult,Male,Small,Short,[],Tres,South Texas is always inundated with homeless animals-particularly the border towns where there is much needed spay and neutering services...,adopted,10/16/20 16:05,10/7/20 17:41,4.9128,Dachshund,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49372378,TX988,SNIPSA Inc.
49372043,TX988,Young,Male,Small,Short,[],Cuatro,"Cuatro arrived to SNIPSA with 20 other small terrier-like dogs. Coming from a hoarding situation, Cuatro was a bit nervous...",adopted,11/9/20 17:40,10/7/20 17:28,4.9128,Dachshund,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49372043,TX988,SNIPSA Inc.
49371840,TX988,Adult,Male,Small,Short,[],Dos,South Texas is always inundated with homeless animals-particularly the border towns where there is much needed spay and neutering services...,adopted,10/21/20 19:53,10/7/20 17:05,4.9128,Dachshund,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49371840,TX988,SNIPSA Inc.
49371648,TX988,Adult,Male,Small,Short,[],Uno,South Texas is always inundated with homeless animals-particularly the border towns where there is much needed spay and neutering services...,adopted,10/20/20 20:19,10/7/20 16:58,4.9128,Dachshund,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49371648,TX988,SNIPSA Inc.
49371632,TX988,Adult,Male,Small,Short,[],Cinco,South Texas is always inundated with homeless animals-particularly the border towns where there is much needed spay and neutering services...,adopted,10/23/20 22:00,10/7/20 16:48,4.9128,Dachshund,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49371632,TX988,SNIPSA Inc.
49370630,TX988,Young,Female,Medium,Short,[],Beauty,"You can’t pass up Beauty when you see those big brown eyes looking up at you!
Beauty does great with...",adopted,10/12/20 22:05,10/7/20 15:43,4.9128,Pointer,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49370630,TX988,SNIPSA Inc.
49360475,TX988,Baby,Male,Small,Short,[],Banjo,"Check out sweet little Banjo!

This handsome guy will make your life much more fun and will always keep you...",adopted,10/14/20 19:31,10/6/20 20:14,4.9128,Terrier,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49360475,TX988,SNIPSA Inc.
49356347,TX988,Adult,Male,Small,Short,[],Lorenzo,"Meet Lorenzo!

This lil’ guy can be a bit shy when he first meets you but after a few pats...",adopted,10/15/20 21:41,10/6/20 15:25,4.9128,Rat Terrier,Black,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,49356347,TX988,SNIPSA Inc.
49349175,TX988,Young,Male,Small,Short,[],Jax,"Meet Jax!

Playing with every and any one and napping are two of Jax’s favorite things whether it&#039;s morning, midday,...",adopted,10/13/20 16:23,10/5/20 22:32,4.9128,Dachshund,White / Cream,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,49349175,TX988,SNIPSA Inc.
49348944,TX988,Young,Female,Small,Short,[],Mel,"Meet Mel!

This sweet terrier mix wants nothing more than to be your very best friend! In fact, at just...",adopted,10/12/20 22:06,10/5/20 22:23,4.9128,Terrier,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49348944,TX988,SNIPSA Inc.
49346997,TX988,Young,Female,Medium,Short,[],Dazzle,"Looking for a little Razzle Dazzle? 

Dazzle is always chasing toys or playing tug o’war with her foster siblings.This hound...",adopted,10/15/20 21:41,10/5/20 21:32,4.9128,Hound,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49346997,TX988,SNIPSA Inc.
49346921,TX988,Young,Female,Medium,Short,[],Razzle,"Looking for a little Razzle Dazzle? 

Razzle is always chasing toys or playing tug o’war with her foster siblings.This hound...",adopted,10/12/20 22:06,10/5/20 19:42,4.9128,Hound,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49346921,TX988,SNIPSA Inc.
49346451,TX988,Baby,Female,Medium,Short,[],Lilly,Little miss Lilly still has some growing to do and has that playful puppy personality. She trips over her feet...,adopted,11/11/20 17:05,10/5/20 19:05,4.9128,Australian Cattle Dog / Blue Heeler,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49346451,TX988,SNIPSA Inc.
49344931,TX988,Baby,Male,Large,Short,[],Tattoo,"Meet Tattoo! 

With his ears that go up and down with every look he gives, his personality really shines through....",adopted,10/19/20 14:29,10/5/20 17:30,4.9128,Collie,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49344931,TX988,SNIPSA Inc.
49344433,TX988,Young,Female,Medium,Medium,[],Liz,"With those gorgeous eyes and alert ears, Liz grabbed your attention! And if you have an affection for the husky...",adopted,10/12/20 22:06,10/5/20 16:43,4.9128,Husky,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49344433,TX988,SNIPSA Inc.
49311933,TX988,Young,Female,Small,Short,[],Shannon,"Shannon is the sweetest dog ever! She loves children, other dogs, and is mostly good with cats although she loves...",adopted,10/5/20 16:22,10/2/20 18:12,4.9128,Chihuahua,Brown / Chocolate,TRUE,TRUE,FALSE,TRUE,San Antonio,78209,49311933,TX988,SNIPSA Inc.
49286349,TX988,Young,Female,Large,Long,[],Amma,"Amma arrived to SNIPSA with her day old pups. After nursing them for the past 8 weeks, she is more...",adopted,10/9/20 19:57,9/30/20 20:52,4.9128,Great Pyrenees,White / Cream,TRUE,TRUE,FALSE,FALSE,San Antonio,78209,49286349,TX988,SNIPSA Inc.
49254598,TX988,Baby,Male,Medium,Medium,[],Lizard,"Playful and silly, these pudgy pups love to romp around all day! When they aren’t tackling each other and chasing...",adopted,9/30/20 15:12,9/28/20 16:44,4.9128,Husky,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49254598,TX988,SNIPSA Inc.
49254406,TX988,Baby,Male,Medium,Medium,[],Armadillo,"Playful and silly, these pudgy pups love to romp around all day! When they aren’t tackling each other and chasing...",adopted,10/2/20 18:15,9/28/20 16:34,4.9128,Husky,Bicolor,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49254406,TX988,SNIPSA Inc.
49254203,TX988,Baby,Male,Medium,Medium,[],Groundhog,"Playful and silly, these pudgy pups love to romp around all day! When they aren’t tackling each other and chasing...",adopted,9/30/20 15:12,9/28/20 16:21,4.9128,Husky,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49254203,TX988,SNIPSA Inc.
49254001,TX988,Young,Male,Medium,Long,[],Benny,"Meet this goofy guy, Benny! 

This handsome golden/pyrenees mix is wants nothing more than to be your very best friend!...",adopted,10/7/20 15:49,9/28/20 15:57,4.9128,Golden Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49254001,TX988,SNIPSA Inc.
49253837,TX988,Young,Female,Medium,Short,[],Addy,"With those gorgeous eyes and happy smile, it’s hard not to smile back when you meet Addy. And what’s not...",adopted,10/12/20 22:06,9/28/20 15:36,4.9128,Australian Cattle Dog / Blue Heeler,Red / Chestnut / Orange,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49253837,TX988,SNIPSA Inc.
49253495,TX988,Baby,Male,Medium,Short,[],Marshall,"Sit down kids, let me tell you how I met your pupper…

Marshall and Ted came to SNIPSA along with...",adopted,9/30/20 19:10,9/28/20 15:06,4.9128,Shepherd,"Tricolor (Brown, Black, & White)",TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49253495,TX988,SNIPSA Inc.
49253490,TX988,Baby,Male,Medium,Short,[],Ted,"Sit down kids, let me tell you how I met your pupper…

Marshall and Ted came to SNIPSA along with...",adopted,10/6/20 15:46,9/28/20 14:59,4.9128,Shepherd,Gray / Blue / Silver,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49253490,TX988,SNIPSA Inc.
49172827,TX988,Young,Female,Medium,Short,[],Nora,"Meet the always smiling, Nora!

Nora lives to make you smile and give you affection. As soon as she sees...",adopted,9/30/20 19:59,9/21/20 21:02,4.9128,Shepherd,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49172827,TX988,SNIPSA Inc.
49172769,TX988,Young,Female,Large,Short,[],Maj. Margaret 'Hot Lips',"Meet Maj. Margaret “Hot Lips”!

This sweet girl loves everyone! She has greeted everyone with a tail wag and doesn’t...",adopted,10/16/20 16:06,9/21/20 20:47,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49172769,TX988,SNIPSA Inc.
49171839,TX988,Baby,Male,Medium,Short,[],Longhorn,"Abandoned in a box at a bus stop at only four weeks old, Via and Longhorn sure are happy that...",adopted,9/28/20 14:52,9/21/20 20:05,4.9128,Shar-Pei,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49171839,TX988,SNIPSA Inc.
49171818,TX988,Baby,Female,Medium,Short,[],Lt. Kellye,"You’ll have heart eyes as soon as you meet these chunky monkeys!

Capt. Pierce, Col. Blake, Lt. Kellye, Lt. Cutler,...",adopted,9/28/20 18:27,9/21/20 19:38,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49171818,TX988,SNIPSA Inc.
49171798,TX988,Baby,Male,Medium,Short,[],Col. Blake,"You’ll have heart eyes as soon as you meet these chunky monkeys!

Capt. Pierce, Col. Blake, Lt. Kellye, Lt. Cutler,...",adopted,9/30/20 19:10,9/21/20 19:35,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49171798,TX988,SNIPSA Inc.
49171740,TX988,Baby,Female,Medium,Short,[],Lt. Cutler,"You’ll have heart eyes as soon as you meet these chunky monkeys!

Capt. Pierce, Col. Blake, Lt. Kellye, Lt. Cutler,...",adopted,9/28/20 18:28,9/21/20 19:29,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49171740,TX988,SNIPSA Inc.
49171689,TX988,Baby,Female,Medium,Short,[],Lt. Scorch,"You’ll have heart eyes as soon as you meet these chunky monkeys!

Capt. Pierce, Col. Blake, Lt. Kellye, Lt. Cutler,...",adopted,9/22/20 22:34,9/21/20 19:27,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49171689,TX988,SNIPSA Inc.
49171534,TX988,Baby,Male,Medium,Short,[],Capt. Pierce,"You’ll have heart eyes as soon as you meet these chunky monkeys!

Capt. Pierce, Col. Blake, Lt. Kellye, Lt. Cutler,...",adopted,9/28/20 14:53,9/21/20 19:24,4.9128,Labrador Retriever,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49171534,TX988,SNIPSA Inc.
49171341,TX988,Young,Male,Medium,Medium,[],Freckles,"If you’re looking for an adorable freckled face to greet you every day, Freckles is the one for you! He...",adopted,9/30/20 19:59,9/21/20 19:16,4.9128,Australian Cattle Dog / Blue Heeler,Red / Chestnut / Orange,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49171341,TX988,SNIPSA Inc.
49141249,TX988,Young,Female,Medium,Short,[],Tina,"Tina came in to SNIPSA with her head held high, her eyes sparkling, and her tail wagging. She gave every...",adopted,9/21/20 18:43,9/18/20 20:33,4.9128,Husky,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49141249,TX988,SNIPSA Inc.
49141215,TX988,Adult,Male,Small,Short,[],PEcorino,South Texas is always inundated with homeless animals-particularly the border towns where there is much needed spay and neutering services...,adopted,9/21/20 18:43,9/18/20 20:07,4.9128,Dachshund,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49141215,TX988,SNIPSA Inc.
49141126,TX988,Adult,Male,Small,Short,[],Munster,"Meet our favorite little Munster!

This squatty guy came to SNIPSA from a hoarding situation. He was scared and shy-barely...",adopted,11/11/20 17:05,9/18/20 20:02,4.9128,Dachshund,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49141126,TX988,SNIPSA Inc.
49141082,TX988,Adult,Male,Small,Short,[],Gruyere,"Meet Gruyere!

This squatty guy came to SNIPSA from a hoarding situation. He was scared and shy-barely getting used to...",adopted,10/12/20 22:06,9/18/20 19:56,4.9128,Dachshund,Brindle,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49141082,TX988,SNIPSA Inc.
49141048,TX988,Adult,Male,Small,Short,[],Gouda,"This is Gouda. If you are looking for a lap dog, Gouda is your guy! It’s very challenging to take...",adopted,9/28/20 18:28,9/18/20 19:49,4.9128,Dachshund,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49141048,TX988,SNIPSA Inc.
49114513,TX988,Young,Female,Medium,Short,[],Canela,"Meet this sweet as pie retriever mix, Canela!

When Canela first meets you, she can be a bit shy but...",adopted,9/23/20 19:44,9/16/20 17:48,4.9128,Retriever,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49114513,TX988,SNIPSA Inc.
49113549,TX988,Baby,Female,Medium,Short,[],Izzy,In search of a playful pup? Look no further than Izzy! She always has a toy or a tail she...,adopted,11/9/20 16:21,9/16/20 16:54,4.9128,Hound,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49113549,TX988,SNIPSA Inc.
49113168,TX988,Baby,Male,Medium,Short,[],Isaiah,In search of a playful pup? Look no further than Isaiah! He always has a toy or a tail he...,adopted,9/28/20 14:54,9/16/20 16:02,4.9128,Hound,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49113168,TX988,SNIPSA Inc.
49112958,TX988,Baby,Female,Small,Short,[],Ramona,These adorably tiny chi mixes will make your life much more fun and will always keep you entertained. You’ll find...,adopted,9/17/20 17:07,9/16/20 15:40,4.9128,Chihuahua,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49112958,TX988,SNIPSA Inc.
49112890,TX988,Baby,Male,Small,Short,[],MAteo,These adorably tiny chi mixes will make your life much more fun and will always keep you entertained. You’ll find...,adopted,9/18/20 20:46,9/16/20 15:28,4.9128,Chihuahua,Yellow / Tan / Blond / Fawn,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49112890,TX988,SNIPSA Inc.
49112805,TX988,Baby,Female,Small,Short,[],Adriana,These adorably tiny chi mixes will make your life much more fun and will always keep you entertained. You’ll find...,adopted,9/21/20 18:43,9/16/20 15:22,4.9128,Chihuahua,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49112805,TX988,SNIPSA Inc.
49106198,TX988,Young,Male,Medium,Short,[],Toby,"As lively as they come,Toby is always ready for a fun time. He will greet you with a smile and,...",adopted,10/12/20 22:07,9/16/20 14:34,4.9128,Border Collie,Black,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49106198,TX988,SNIPSA Inc.
49092511,TX988,Baby,Female,Small,Short,[],Oliveanne,These tiny tots were only a couple weeks old when they arrived to SNIPSA along with their momma and whole...,adopted,9/18/20 20:47,9/14/20 19:27,4.9128,Terrier,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49092511,TX988,SNIPSA Inc.
49092403,TX988,Baby,Female,Small,Short,[],Amelia,These tiny tots were only a couple weeks old when they arrived to SNIPSA along with their momma and whole...,adopted,9/17/20 17:07,9/14/20 19:14,4.9128,Terrier,White / Cream,TRUE,FALSE,FALSE,TRUE,San Antonio,78209,49092403,TX988,SNIPSA Inc.
