id,id,organization_id,url,type,species,age,gender,size,coat,tags,name,description,organization_animal_id,photos,videos,status,status_changed_at,published_at,distance,breeds.primary,breeds.secondary,breeds.mixed,breeds.unknown,colors.primary,colors.secondary,colors.tertiary,attributes.spayed_neutered,attributes.house_trained,attributes.declawed,attributes.special_needs,attributes.shots_current,environment.children,environment.dogs,environment.cats,primary_photo_cropped.small,primary_photo_cropped.medium,primary_photo_cropped.large,primary_photo_cropped.full,contact.email,contact.phone,contact.address.address1,contact.address.address2,contact.address.city,contact.address.state,contact.address.postcode,contact.address.country,animal_id,animal_type,organization_id
10,49645958,TX1696,https://www.petfinder.com/dog/mila-49645958/tx/lubbock/south-plains-spca-tx1696/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Adult,Female,Small,Short,[],Mila,Mila is a 8 lb Chihuahua who has absolutely no fear of firecrackers and loves to get out in the...,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/2/?bust=1604068010&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/2/?bust=1604068010&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/2/?bust=1604068010&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/2/?bust=1604068010'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/1/?bust=1604067645&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/1/?bust=1604067645&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/1/?bust=1604067645&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/1/?bust=1604067645'}]",[],adopted,2020-11-04T12:46:18+0000,2020-10-30T14:26:57+0000,114.5243,Chihuahua,,True,False,Brown / Chocolate,,,True,True,,False,True,,True,True,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/2/?bust=1604068010&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/2/?bust=1604068010&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/2/?bust=1604068010&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49645958/2/?bust=1604068010,adoptions.spspca@gmail.com,(806) 445-6317,"8901 Highway 87, Building 119",,Lubbock,TX,79407,US,49645958,dog,tx1696
11,49635382,TX1492,https://www.petfinder.com/dog/maynard-going-for-the-gold-44585-49635382/tx/pampa/pampa-animal-welfare-society-tx1492/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Adult,Male,Large,,[],Maynard Going for the Gold 44585,I&amp;#39;ll swim as many laps as it takes to get to a loving home!!! I wish I had a little...,16197460,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/1/?bust=1605220723&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/1/?bust=1605220723&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/1/?bust=1605220723&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/1/?bust=1605220723'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/2/?bust=1605220717&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/2/?bust=1605220717&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/2/?bust=1605220717&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/2/?bust=1605220717'}]",[],adopted,2020-11-10T14:59:37+0000,2020-10-29T14:55:50+0000,53.5751,Husky,,False,False,,,,True,False,,False,True,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/1/?bust=1605220723&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/1/?bust=1605220723&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/1/?bust=1605220723&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635382/1/?bust=1605220723,fmcurry@nts-online.net,806 664-1615 ,P.O. Box 2095,,Pampa,TX,79065,US,49635382,dog,tx1492
12,49635175,TX1492,https://www.petfinder.com/dog/thor-the-god-of-the-norse-44522-49635175/tx/pampa/pampa-animal-welfare-society-tx1492/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Young,Male,Medium,,[],Thor the God of the Norse 44522,"Yes, I&amp;#39;m the Norse God of love! Won&amp;#39;t all the Norse girls be surprised when they find out that I...",16197238,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/1/?bust=1605220726&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/1/?bust=1605220726&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/1/?bust=1605220726&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/1/?bust=1605220726'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/2/?bust=1605220727&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/2/?bust=1605220727&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/2/?bust=1605220727&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/2/?bust=1605220727'}]",[],adopted,2020-11-07T16:35:58+0000,2020-10-29T14:40:23+0000,53.5751,German Shepherd Dog,,False,False,,,,True,False,,False,True,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/1/?bust=1605220726&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/1/?bust=1605220726&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/1/?bust=1605220726&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49635175/1/?bust=1605220726,fmcurry@nts-online.net,806 664-1615 ,P.O. Box 2095,,Pampa,TX,79065,US,49635175,dog,tx1492
13,49603346,TX1492,https://www.petfinder.com/dog/floppy-fay-ray-44564-49603346/tx/pampa/pampa-animal-welfare-society-tx1492/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Adult,Female,Small,,[],Floppy Fay Ray 44564,"Hey, I&amp;#39;m no screaming dumb blonde! Actually, I have a beautiful, sleek fur coat and am on the quiet side....",16187103,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/1/?bust=1605220731&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/1/?bust=1605220731&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/1/?bust=1605220731&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/1/?bust=1605220731'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/3/?bust=1605220719&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/3/?bust=1605220719&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/3/?bust=1605220719&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/3/?bust=1605220719'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/2/?bust=1605220730&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/2/?bust=1605220730&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/2/?bust=1605220730&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/2/?bust=1605220730'}]",[],adopted,2020-10-31T23:19:44+0000,2020-10-26T15:35:35+0000,53.5751,Chihuahua,Beagle,True,False,,,,True,False,,False,True,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/1/?bust=1605220731&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/1/?bust=1605220731&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/1/?bust=1605220731&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603346/1/?bust=1605220731,fmcurry@nts-online.net,806 664-1615 ,P.O. Box 2095,,Pampa,TX,79065,US,49603346,dog,tx1492
14,49603347,TX1492,https://www.petfinder.com/dog/frank-zappa-44575-49603347/tx/pampa/pampa-animal-welfare-society-tx1492/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Adult,Male,Large,,[],Frank Zappa 44575,"I wouldn&amp;#39;t zap you for the world! Although, I do like Frank&amp;#39;s songs and viewpoints. I&amp;#39;m an sweet male that...",16187123,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/1/?bust=1605220724&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/1/?bust=1605220724&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/1/?bust=1605220724&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/1/?bust=1605220724'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/2/?bust=1605220723&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/2/?bust=1605220723&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/2/?bust=1605220723&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/2/?bust=1605220723'}]",[],adopted,2020-10-31T23:19:44+0000,2020-10-26T15:35:35+0000,53.5751,German Shepherd Dog,,False,False,,,,True,False,,False,True,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/1/?bust=1605220724&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/1/?bust=1605220724&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/1/?bust=1605220724&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49603347/1/?bust=1605220724,fmcurry@nts-online.net,806 664-1615 ,P.O. Box 2095,,Pampa,TX,79065,US,49603347,dog,tx1492
15,49590694,TX2340,https://www.petfinder.com/dog/pecan-49590694/tx/shallowater/4-legged-friends-tx2340/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Baby,Female,Small,Short,"['texas girl', 'tiny love']",Pecan,"Meet Pecan,

This tiny tot is all personality.
Very social and loves  being center of your world.
She would thrive...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49590694/1/?bust=1603577614&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49590694/1/?bust=1603577614&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49590694/1/?bust=1603577614&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49590694/1/?bust=1603577614'}]",[],adopted,2020-10-29T01:08:49+0000,2020-10-24T22:23:35+0000,105.3449,Yorkshire Terrier,Schnauzer,True,False,Bicolor,"Tricolor (Brown, Black, & White)",,True,False,,False,True,True,True,True,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49590694/1/?bust=1603577614&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49590694/1/?bust=1603577614&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49590694/1/?bust=1603577614&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49590694/1/?bust=1603577614,4leggedfriendsoflubbock@gmail.com,(806) 281-3797,,,SHALLOWATER,TX,79363,US,49590694,dog,tx2340
16,49559399,TX1604,https://www.petfinder.com/dog/channing-49559399/tx/levelland/levelland-texas-animal-shelter-tx1604/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Young,Male,Large,Medium,[],Channing,"CHANNING, shelter number D20-10009, is a young male pit bull mix.  The shelter has him listed as pitbull/Sharpei, but the...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/1/?bust=1603387013&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/1/?bust=1603387013&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/1/?bust=1603387013&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/1/?bust=1603387013'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/2/?bust=1603387027&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/2/?bust=1603387027&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/2/?bust=1603387027&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/2/?bust=1603387027'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/3/?bust=1603387042&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/3/?bust=1603387042&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/3/?bust=1603387042&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/3/?bust=1603387042'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/4/?bust=1603387056&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/4/?bust=1603387056&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/4/?bust=1603387056&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/4/?bust=1603387056'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/5/?bust=1603387072&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/5/?bust=1603387072&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/5/?bust=1603387072&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/5/?bust=1603387072'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/6/?bust=1603387082&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/6/?bust=1603387082&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/6/?bust=1603387082&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/6/?bust=1603387082'}]",[],adopted,2020-10-26T02:36:15+0000,2020-10-22T17:18:13+0000,117.4984,Pit Bull Terrier,Golden Retriever,True,False,Red / Chestnut / Orange,,,False,False,,False,False,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/1/?bust=1603387013&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/1/?bust=1603387013&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/1/?bust=1603387013&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49559399/1/?bust=1603387013,john.dupre@valornet.com,(806) 894-2985  ,109 Commerce Drive,,Levelland,TX,79336,US,49559399,dog,tx1604
17,49530315,TX1492,https://www.petfinder.com/dog/tlly-millie-44530-49530315/tx/pampa/pampa-animal-welfare-society-tx1492/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Adult,Female,Medium,,[],Tlly Millie 44530,My name is Tilly Millie and I&amp;#39;m a grand Filly that is just a little Frilly. I&amp;#39;m friendly and quite...,16167560,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/1/?bust=1605220741&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/1/?bust=1605220741&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/1/?bust=1605220741&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/1/?bust=1605220741'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/3/?bust=1605220801&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/3/?bust=1605220801&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/3/?bust=1605220801&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/3/?bust=1605220801'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/2/?bust=1605220747&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/2/?bust=1605220747&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/2/?bust=1605220747&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/2/?bust=1605220747'}]",[],adopted,2020-10-24T15:08:43+0000,2020-10-20T15:14:53+0000,53.5751,Black Labrador Retriever,,False,False,,,,True,False,,False,True,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/1/?bust=1605220741&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/1/?bust=1605220741&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/1/?bust=1605220741&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49530315/1/?bust=1605220741,fmcurry@nts-online.net,806 664-1615 ,P.O. Box 2095,,Pampa,TX,79065,US,49530315,dog,tx1492
18,49523924,TX2068,https://www.petfinder.com/dog/micah-49523924/tx/amarillo/panhandle-paws-of-hope-tx2068/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Adult,Female,Small,Short,[],Micah,Older kids wanted,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49523924/1/?bust=1603155755&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49523924/1/?bust=1603155755&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49523924/1/?bust=1603155755&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49523924/1/?bust=1603155755'}]",[],adopted,2020-11-10T23:38:55+0000,2020-10-20T01:03:34+0000,0.0291,Beagle,Rat Terrier,True,False,Bicolor,,,True,False,,False,True,True,True,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49523924/1/?bust=1603155755&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49523924/1/?bust=1603155755&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49523924/1/?bust=1603155755&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49523924/1/?bust=1603155755,panhandlepawsofhope@gmail.com,,PO Box 2525,,Amarillo,TX,79105,US,49523924,dog,tx2068
19,49507128,TX1492,https://www.petfinder.com/dog/harley-davidson-44377-49507128/tx/pampa/pampa-animal-welfare-society-tx1492/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Adult,Female,Large,,[],Harley Davidson 44377,I&amp;#39;m Harley Davidson and I&amp;#39;ll be a hog for your love. I&amp;#39;m a good natured girl; you only have to...,16162102,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49507128/1/?bust=1605220734&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49507128/1/?bust=1605220734&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49507128/1/?bust=1605220734&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49507128/1/?bust=1605220734'}]",[],adopted,2020-10-24T14:50:34+0000,2020-10-18T14:41:37+0000,53.5751,German Shepherd Dog,,False,False,,,,True,False,,False,True,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49507128/1/?bust=1605220734&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49507128/1/?bust=1605220734&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49507128/1/?bust=1605220734&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49507128/1/?bust=1605220734,fmcurry@nts-online.net,806 664-1615 ,P.O. Box 2095,,Pampa,TX,79065,US,49507128,dog,tx1492
20,49399955,TX1696,https://www.petfinder.com/dog/turitella-49399955/tx/lubbock/south-plains-spca-tx1696/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Adult,Female,Small,Medium,[],Turitella,"Sweet Tella (Turritella) is a lovely young girl found wandering in the country, likely dumped.  She was discovered to be...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49399955/1/?bust=1602267585&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49399955/1/?bust=1602267585&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49399955/1/?bust=1602267585&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49399955/1/?bust=1602267585'}]",[],adopted,2020-10-23T11:31:19+0000,2020-10-09T18:22:47+0000,114.5243,Terrier,,True,False,Yellow / Tan / Blond / Fawn,,,True,False,,False,True,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49399955/1/crop/?bust=1602267585&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49399955/1/crop/?bust=1602267585&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49399955/1/crop/?bust=1602267585&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49399955/1/crop/?bust=1602267585,adoptions.spspca@gmail.com,(806) 445-6317,"8901 Highway 87, Building 119",,Lubbock,TX,79407,US,49399955,dog,tx1696
21,49398443,TX1696,https://www.petfinder.com/dog/honey-49398443/tx/lubbock/south-plains-spca-tx1696/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Young,Female,Small,Medium,[],Honey,"Honey will be at our adoption event on Saturday from 11-2 at 8901 highway 87 building 119!

Hello! My name...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49398443/1/?bust=1602264631&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49398443/1/?bust=1602264631&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49398443/1/?bust=1602264631&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49398443/1/?bust=1602264631'}]",[],adopted,2020-10-23T11:30:39+0000,2020-10-09T17:56:16+0000,114.5243,Papillon,,True,False,Black,Brown / Chocolate,White / Cream,True,False,,False,True,,,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49398443/1/crop/?bust=1602264631&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49398443/1/crop/?bust=1602264631&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49398443/1/crop/?bust=1602264631&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49398443/1/crop/?bust=1602264631,adoptions.spspca@gmail.com,(806) 445-6317,"8901 Highway 87, Building 119",,Lubbock,TX,79407,US,49398443,dog,tx1696
22,49368129,TX1696,https://www.petfinder.com/dog/sasha-49368129/tx/lubbock/south-plains-spca-tx1696/?referrer_id=54b3e8b4-1f2b-4e09-ab92-c91e8b0bece0,Dog,Dog,Young,Female,Large,Short,[],Sasha,"Hi, My name is Sasha! I am possibly a golden retriever maybe shepherd mix and am 9 months old. 

I...",,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/2/?bust=1602085574&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/2/?bust=1602085574&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/2/?bust=1602085574&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/2/?bust=1602085574'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/1/?bust=1602085574&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/1/?bust=1602085574&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/1/?bust=1602085574&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/1/?bust=1602085574'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/3/?bust=1602085575&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/3/?bust=1602085575&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/3/?bust=1602085575&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/3/?bust=1602085575'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/4/?bust=1602085575&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/4/?bust=1602085575&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/4/?bust=1602085575&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/4/?bust=1602085575'}]",[],adopted,2020-10-30T11:50:09+0000,2020-10-07T11:16:42+0000,114.5243,Shepherd,Golden Retriever,True,False,Yellow / Tan / Blond / Fawn,,,True,False,,False,True,,True,,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/2/crop/?bust=1602085574&width=300,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/2/crop/?bust=1602085574&width=450,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/2/crop/?bust=1602085574&width=600,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/49368129/2/crop/?bust=1602085574,adoptions.spspca@gmail.com,(806) 445-6317,"8901 Highway 87, Building 119",,Lubbock,TX,79407,US,49368129,dog,tx1696
