id.1,organization_id,age,gender,size,coat,tags,name_x,description,status,status_changed_at,published_at,distance,breeds.primary,colors.primary,attributes.spayed_neutered,attributes.house_trained,attributes.special_needs,attributes.shots_current,contact.address.city,contact.address.postcode,animal_id,organization_id.1,name_y
49786661,TX1069,Adult,Female,Large,,[],Dolly,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Great Dane,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786661,TX1069,Homeward Bound Dog Rescue
49786668,TX1069,Adult,Male,Medium,,[],T-Bone,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,English Bulldog,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786668,TX1069,Homeward Bound Dog Rescue
49786665,TX1069,Young,Female,Small,,[],Sadie,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786665,TX1069,Homeward Bound Dog Rescue
49786682,TX1069,Young,Female,Medium,,[],Luna,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786682,TX1069,Homeward Bound Dog Rescue
49786684,TX1069,Young,Male,Medium,,[],Dave,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786684,TX1069,Homeward Bound Dog Rescue
49786683,TX1069,Young,Male,Medium,,[],Professor Goodsniffer,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Labrador Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786683,TX1069,Homeward Bound Dog Rescue
49786670,TX1069,Adult,Male,Small,,[],Benny,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Chihuahua,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786670,TX1069,Homeward Bound Dog Rescue
49786664,TX1069,Young,Female,Medium,,[],Elyse,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786664,TX1069,Homeward Bound Dog Rescue
49786663,TX1069,Adult,Male,Small,,[],Lennon,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786663,TX1069,Homeward Bound Dog Rescue
49786667,TX1069,Young,Male,Medium,,[],Ellis,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786667,TX1069,Homeward Bound Dog Rescue
49786666,TX1069,Adult,Female,Small,,[],Winter,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786666,TX1069,Homeward Bound Dog Rescue
49786662,TX1069,Adult,Female,Medium,,[],Onyx,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Great Dane,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786662,TX1069,Homeward Bound Dog Rescue
49786658,TX1069,Adult,Female,Small,,[],Emma,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786658,TX1069,Homeward Bound Dog Rescue
49786659,TX1069,Baby,Male,Small,,[],Turq,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786659,TX1069,Homeward Bound Dog Rescue
49786660,TX1069,Young,Female,Medium,,[],Dixie,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Bloodhound,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786660,TX1069,Homeward Bound Dog Rescue
49786650,TX1069,Adult,Male,Small,,[],Red,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786650,TX1069,Homeward Bound Dog Rescue
49786655,TX1069,Young,Male,Medium,,[],Luis,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786655,TX1069,Homeward Bound Dog Rescue
49786664,TX1069,Young,Female,Medium,,[],Elyse,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786664,TX1069,Homeward Bound Dog Rescue
49786663,TX1069,Adult,Male,Small,,[],Lennon,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786663,TX1069,Homeward Bound Dog Rescue
49786667,TX1069,Young,Male,Medium,,[],Ellis,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786667,TX1069,Homeward Bound Dog Rescue
49786656,TX1069,Baby,Female,Small,,[],Hayley,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Australian Cattle Dog / Blue Heeler,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786656,TX1069,Homeward Bound Dog Rescue
49786651,TX1069,Young,Male,Medium,,[],Skip,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Labrador Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786651,TX1069,Homeward Bound Dog Rescue
49786661,TX1069,Adult,Female,Large,,[],Dolly,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Great Dane,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786661,TX1069,Homeward Bound Dog Rescue
49786668,TX1069,Adult,Male,Medium,,[],T-Bone,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,English Bulldog,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786668,TX1069,Homeward Bound Dog Rescue
49786665,TX1069,Young,Female,Small,,[],Sadie,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786665,TX1069,Homeward Bound Dog Rescue
49786682,TX1069,Young,Female,Medium,,[],Luna,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786682,TX1069,Homeward Bound Dog Rescue
49786683,TX1069,Young,Male,Medium,,[],Professor Goodsniffer,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Labrador Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786683,TX1069,Homeward Bound Dog Rescue
49786649,TX1069,Adult,Male,Small,,[],Sandy,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Tibetan Terrier,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786649,TX1069,Homeward Bound Dog Rescue
49786652,TX1069,Adult,Male,Small,,[],Clifford,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Maltese,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786652,TX1069,Homeward Bound Dog Rescue
49786650,TX1069,Adult,Male,Small,,[],Red,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786650,TX1069,Homeward Bound Dog Rescue
49786655,TX1069,Young,Male,Medium,,[],Luis,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786655,TX1069,Homeward Bound Dog Rescue
49786654,TX1069,Adult,Female,Extra Large,,[],Fancy,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Great Dane,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786654,TX1069,Homeward Bound Dog Rescue
49786684,TX1069,Young,Male,Medium,,[],Dave,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786684,TX1069,Homeward Bound Dog Rescue
49786646,TX1069,Adult,Male,Medium,,[],Houston,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,American Staffordshire Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786646,TX1069,Homeward Bound Dog Rescue
49786644,TX1069,Young,Female,Small,,[],Sabrina,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Jack Russell Terrier,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786644,TX1069,Homeward Bound Dog Rescue
49786647,TX1069,Adult,Male,Medium,,[],Champ,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Basenji,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786647,TX1069,Homeward Bound Dog Rescue
49786634,TX1069,Baby,Female,Medium,,[],Poppy,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Retriever,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786634,TX1069,Homeward Bound Dog Rescue
49786628,TX1069,Adult,Female,Small,,[],Benita,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Schnauzer,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786628,TX1069,Homeward Bound Dog Rescue
49786631,TX1069,Adult,Female,Small,,[],Bella,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Chihuahua,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786631,TX1069,Homeward Bound Dog Rescue
49786630,TX1069,Young,Male,Medium,,[],Lance,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Pit Bull Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786630,TX1069,Homeward Bound Dog Rescue
49786635,TX1069,Young,Female,Medium,,[],Kristy,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Boxer,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786635,TX1069,Homeward Bound Dog Rescue
49786611,TX1069,Adult,Male,Medium,,[],Lewis,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786611,TX1069,Homeward Bound Dog Rescue
49786608,TX1069,Adult,Female,Medium,,[],Harper,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Labrador Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786608,TX1069,Homeward Bound Dog Rescue
49786610,TX1069,Adult,Female,Medium,,[],Whisper,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786610,TX1069,Homeward Bound Dog Rescue
49786619,TX1069,Baby,Female,Small,,[],Clara,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Chihuahua,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786619,TX1069,Homeward Bound Dog Rescue
49786613,TX1069,Adult,Male,Extra Large,,[],Diesel,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Great Dane,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786613,TX1069,Homeward Bound Dog Rescue
49786614,TX1069,Baby,Female,Medium,,[],Honey Brown,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Australian Cattle Dog / Blue Heeler,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786614,TX1069,Homeward Bound Dog Rescue
49786623,TX1069,Adult,Female,Medium,,[],Jewel,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Great Dane,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786623,TX1069,Homeward Bound Dog Rescue
49786615,TX1069,Adult,Female,Medium,,[],Lindy,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Shepherd,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786615,TX1069,Homeward Bound Dog Rescue
49786625,TX1069,Baby,Male,Small,,[],Clark,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Chihuahua,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786625,TX1069,Homeward Bound Dog Rescue
49786607,TX1069,Young,Male,Small,,[],Nelson,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Dachshund,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786607,TX1069,Homeward Bound Dog Rescue
49786618,TX1069,Baby,Female,Small,,[],Halle,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Australian Cattle Dog / Blue Heeler,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786618,TX1069,Homeward Bound Dog Rescue
49786639,TX1069,Baby,Male,Small,,[],Ears,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786639,TX1069,Homeward Bound Dog Rescue
49786642,TX1069,Young,Female,Large,,[],Ginny,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Labrador Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786642,TX1069,Homeward Bound Dog Rescue
49786648,TX1069,Young,Male,Extra Large,,[],Greyson,"* This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Great Dane,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786648,TX1069,Homeward Bound Dog Rescue
49786604,TX1069,Adult,Female,Medium,,[],Nathalie,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Hound,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786604,TX1069,Homeward Bound Dog Rescue
49786605,TX1069,Young,Female,Small,,[],Lil Bit,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786605,TX1069,Homeward Bound Dog Rescue
49786606,TX1069,Young,Female,Medium,,[],Charlotte,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Labrador Retriever,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786606,TX1069,Homeward Bound Dog Rescue
49786612,TX1069,Baby,Female,Small,,[],Cynthia,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Chihuahua,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786612,TX1069,Homeward Bound Dog Rescue
49786609,TX1069,Baby,Female,Small,,[],Tanya,Tanya is the smallest of 5 puppies in the litter. (We are guessing that her dad was a Chihuahua) Their...,adopted,11/14/20 2:19,11/14/20 2:19,74.209,Terrier,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786609,TX1069,Homeward Bound Dog Rescue
49786622,TX1069,Young,Male,Medium,,[],Toney,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Retriever,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786622,TX1069,Homeward Bound Dog Rescue
49786617,TX1069,Young,Male,Medium,,[],Timothy,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Retriever,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786617,TX1069,Homeward Bound Dog Rescue
49786646,TX1069,Adult,Male,Medium,,[],Houston,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,American Staffordshire Terrier,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786646,TX1069,Homeward Bound Dog Rescue
49786644,TX1069,Young,Female,Small,,[],Sabrina,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Jack Russell Terrier,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786644,TX1069,Homeward Bound Dog Rescue
49786647,TX1069,Adult,Male,Medium,,[],Champ,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Basenji,,TRUE,TRUE,FALSE,TRUE,Austin,78703,49786647,TX1069,Homeward Bound Dog Rescue
49786634,TX1069,Baby,Female,Medium,,[],Poppy,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Retriever,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786634,TX1069,Homeward Bound Dog Rescue
49786638,TX1069,Baby,Male,Small,,[],Kit,"** This dog is in a foster home in San Antonio, TX. Prospective adopters must be able to travel to...",adopted,11/14/20 2:19,11/14/20 2:19,74.209,Schnauzer,,TRUE,FALSE,FALSE,TRUE,Austin,78703,49786638,TX1069,Homeward Bound Dog Rescue
